	GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	Unnamed: 46
1137	URN:CornellLabOfOrnithology:EBIRD:OBS702444861	2019-01-26 13:39:35.0	26513	species	Brown-breasted Flycatcher	Muscicapa muttui			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					College of Veterinary and Animal Sciences	L2662796	H	10.531811099999999	76.2666768	2019-01-23	17:00:00	obsr1014607	S52011740	Traveling	P22	EBIRD	105.0	1.5		4	1		0	0	0			Expected	
1138	URN:CornellLabOfOrnithology:EBIRD:OBS703826142	2019-02-02 21:46:51.0	9717	species	Chestnut-headed Bee-eater	Merops leschenaulti			47				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kannamkuzhy	L6961965	H	10.292210899999999	76.54345390000002	2019-01-27	17:35:00	obsr603959	S52123979	Traveling	P22	EBIRD_IND	40.0	0.82		5	1	G3806017	0	0	0			Photographed	
1139	URN:CornellLabOfOrnithology:EBIRD:OBS703832755	2019-02-02 21:46:51.0	9717	species	Chestnut-headed Bee-eater	Merops leschenaulti			47				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kannamkuzhy	L6961965	H	10.292210899999999	76.54345390000002	2019-01-27	17:35:00	obsr655393	S52124346	Traveling	P22	EBIRD_IND	40.0	0.82		5	1	G3806017	0	0	0			Photographed	
1140	URN:CornellLabOfOrnithology:EBIRD:OBS703826045	2019-02-02 21:46:51.0	9717	species	Chestnut-headed Bee-eater	Merops leschenaulti			47				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kannamkuzhy	L6961965	H	10.292210899999999	76.54345390000002	2019-01-27	17:35:00	obsr599938	S52123973	Traveling	P22	EBIRD_IND	40.0	0.82		5	1	G3806017	0	0	0			Photographed	
1141	URN:CornellLabOfOrnithology:EBIRD:OBS703830124	2019-02-02 21:46:51.0	9717	species	Chestnut-headed Bee-eater	Merops leschenaulti			47				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kannamkuzhy	L6961965	H	10.292210899999999	76.54345390000002	2019-01-27	17:35:00	obsr970063	S52124212	Traveling	P22	EBIRD_IND	40.0	0.82		5	1	G3806017	0	0	0			Photographed	
1142	URN:CornellLabOfOrnithology:EBIRD:OBS694583382	2019-01-15 13:17:19.0	6056	species	Collared Pratincole	Glareola pratincola			10				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	14:40:00	obsr535918	S51377113	Traveling	P22	EBIRD	282.0	5.99		5	1	G3729848	1	0	0			Photographed the birds	
1143	URN:CornellLabOfOrnithology:EBIRD:OBS696191857	2019-01-15 13:17:19.0	6056	species	Collared Pratincole	Glareola pratincola			10				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	14:40:00	obsr947067	S51491331	Traveling	P22	EBIRD	282.0	5.987		5	1	G3729848	1	0	0			Photographed the birds	
1144	URN:CornellLabOfOrnithology:EBIRD:OBS694612345	2019-01-15 13:17:19.0	6056	species	Collared Pratincole	Glareola pratincola			10				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	14:40:00	obsr944818	S51379624	Traveling	P22	EBIRD	282.0	5.987		5	1	G3729848	1	0	0			Photographed the birds	
1145	URN:CornellLabOfOrnithology:EBIRD:OBS699694989	2019-01-18 07:51:49.0	6056	species	Collared Pratincole	Glareola pratincola			10				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	14:40:00	obsr1226260	S51787671	Traveling	P22	EBIRD	282.0	5.987		5	1	G3729848	1	0	0			Photographed the birds	
1146	URN:CornellLabOfOrnithology:EBIRD:OBS696252026	2019-01-15 13:17:19.0	6056	species	Collared Pratincole	Glareola pratincola			10				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	14:40:00	obsr580736	S51496597	Traveling	P22	EBIRD	282.0	5.987		5	1	G3729848	1	0	0			Photographed the birds	
1147	URN:CornellLabOfOrnithology:EBIRD:OBS706514847	2019-02-04 05:45:30.0	10938	species	Common Flameback	Dinopium javanense			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Chalakudy - Anamala Road, Pariyaram, Kerala, IN (10.303, 76.593)	L8555777	P	10.303112599999999	76.592799	2019-01-23	16:18:00	obsr1218617	S52363775	Traveling	P22	EBIRD	90.0	2.237		2	1		0	0	0		As a part of Vazhachal bird watching program by WWF-India.	the bird was well observed and identified	
1149	URN:CornellLabOfOrnithology:EBIRD:OBS694504383	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr991224	S51371177	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1150	URN:CornellLabOfOrnithology:EBIRD:OBS694503768	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr444880	S51371146	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1151	URN:CornellLabOfOrnithology:EBIRD:OBS694503948	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr484000	S51371148	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1152	URN:CornellLabOfOrnithology:EBIRD:OBS694503858	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr548151	S51371147	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1153	URN:CornellLabOfOrnithology:EBIRD:OBS696227782	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr831754	S51494412	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1154	URN:CornellLabOfOrnithology:EBIRD:OBS701743589	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr845684	S51955177	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1155	URN:CornellLabOfOrnithology:EBIRD:OBS701754915	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr1196810	S51955934	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1156	URN:CornellLabOfOrnithology:EBIRD:OBS695208950	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr998999	S51419478	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1157	URN:CornellLabOfOrnithology:EBIRD:OBS694504038	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr458832	S51371149	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1158	URN:CornellLabOfOrnithology:EBIRD:OBS694503678	2019-02-02 21:58:13.0	5898	species	Common Snipe	Gallinago gallinago			11				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr456995	S51371145	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0			Counted individually	
1159	URN:CornellLabOfOrnithology:EBIRD:OBS703314751	2019-01-27 00:42:28.0	4055	species	Crested Treeswift	Hemiprocne coronata			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Cheerakavu	L6726314	P	10.522746699999999	76.28021	2019-01-27	07:08:00	obsr948471	S52082789	Traveling	P22	EBIRD	182.0	4.828		2	1	G3801525	0	0	0			Regular visitor	
1160	URN:CornellLabOfOrnithology:EBIRD:OBS703305293	2019-01-27 00:42:28.0	4055	species	Crested Treeswift	Hemiprocne coronata			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Cheerakavu	L6726314	P	10.522746699999999	76.28021	2019-01-27	07:08:00	obsr843084	S52082037	Traveling	P22	EBIRD	182.0	4.828		2	1	G3801525	0	0	0			Regular visitor	
1161	URN:CornellLabOfOrnithology:EBIRD:OBS692990387	2019-01-03 09:39:37.0	4055	species	Crested Treeswift	Hemiprocne coronata			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-03	10:09:00	obsr991645	S51242514	Stationary	P21	EBIRD_IND	15.0			2	1	G3715621	0	0	0			Long tail and body	
1162	URN:CornellLabOfOrnithology:EBIRD:OBS692990410	2019-01-03 09:39:37.0	4055	species	Crested Treeswift	Hemiprocne coronata			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-03	10:09:00	obsr458832	S51242515	Stationary	P21	EBIRD_IND	15.0			2	1	G3715621	0	0	0			Long tail and body	
1163	URN:CornellLabOfOrnithology:EBIRD:OBS692990364	2019-01-03 09:39:37.0	4055	species	Crested Treeswift	Hemiprocne coronata			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-03	10:09:00	obsr456995	S51242513	Stationary	P21	EBIRD_IND	15.0			2	1	G3715621	0	0	0			Long tail and body	
1165	URN:CornellLabOfOrnithology:EBIRD:OBS691906702	2019-01-01 11:59:36.0	28094	species	Indian Blackbird	Turdus simillimus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:20:00	obsr484000	S51146652	Traveling	P22	EBIRD_IND	15.0	0.209		4	1	G3703400	0	0	0			Early reports 	
1166	URN:CornellLabOfOrnithology:EBIRD:OBS691906658	2019-01-01 11:59:36.0	28094	species	Indian Blackbird	Turdus simillimus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:20:00	obsr456995	S51146650	Traveling	P22	EBIRD_IND	15.0	0.209		4	1	G3703400	0	0	0			Early reports 	
1168	URN:CornellLabOfOrnithology:EBIRD:OBS691906680	2019-01-01 11:59:36.0	28094	species	Indian Blackbird	Turdus simillimus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:20:00	obsr548151	S51146651	Traveling	P22	EBIRD_IND	15.0	0.209		4	1	G3703400	0	0	0			Early reports	
1169	URN:CornellLabOfOrnithology:EBIRD:OBS691906724	2019-01-01 11:59:36.0	28094	species	Indian Blackbird	Turdus simillimus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:20:00	obsr458832	S51146653	Traveling	P22	EBIRD_IND	15.0	0.209		4	1	G3703400	0	0	0			Early reports	
1170	URN:CornellLabOfOrnithology:EBIRD:OBS703395194	2019-01-27 09:02:43.0	517	species	Green-winged Teal	Anas crecca			500				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	09:04:00	obsr616706	S52088943	Traveling	P22	EBIRD	88.0	4.571000000000001		2	0	G3802197	0	0	0			More than 500 cotton teal found among  10000 ducks	
1171	URN:CornellLabOfOrnithology:EBIRD:OBS702836463	2019-01-27 09:02:43.0	517	species	Green-winged Teal	Anas crecca			500				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	09:04:00	obsr976072	S52044542	Traveling	P22	EBIRD	88.0	4.571000000000001		2	0	G3802197	0	0	0			More than 500 cotton teal found among  10000 ducks	
1172	URN:CornellLabOfOrnithology:EBIRD:OBS706673017	2019-02-04 14:05:39.0	1341	species	Gray Junglefowl	Gallus sonneratii			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala, IN (8.919,77.105)	L8557876	P	10.3564927	76.213233	2019-01-17	15:22:00	obsr1208803	S52378187	Traveling	P22	EBIRD_IND	15.0	0.42		7	1		0	0	0			Sound	
1176	URN:CornellLabOfOrnithology:EBIRD:OBS703305269	2019-01-27 00:42:28.0	19479	species	Hair-crested Drongo	Dicrurus hottentottus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Cheerakavu	L6726314	P	10.522746699999999	76.28021	2019-01-27	07:08:00	obsr843084	S52082037	Traveling	P22	EBIRD	182.0	4.828		2	1	G3801525	0	0	0			Regular visitor	
1177	URN:CornellLabOfOrnithology:EBIRD:OBS703314727	2019-01-27 00:42:28.0	19479	species	Hair-crested Drongo	Dicrurus hottentottus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Cheerakavu	L6726314	P	10.522746699999999	76.28021	2019-01-27	07:08:00	obsr948471	S52082789	Traveling	P22	EBIRD	182.0	4.828		2	1	G3801525	0	0	0			Regular visitor	
1178	URN:CornellLabOfOrnithology:EBIRD:OBS706673009	2019-02-04 14:05:39.0	10480	species	Heart-spotted Woodpecker	Hemicircus canente			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala, IN (8.919,77.105)	L8557876	P	10.3564927	76.213233	2019-01-17	15:22:00	obsr1208803	S52378187	Traveling	P22	EBIRD_IND	15.0	0.42		7	1		0	0	0			Sitting on a tree 	
1179	URN:CornellLabOfOrnithology:EBIRD:OBS701390381	2019-01-22 06:54:19.0	9021	species	Eurasian Hoopoe	Upupa epops			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University--General Area	L3086715	H	10.5479387	76.2845135	2019-01-22	17:07:00	obsr460881	S51925007	Traveling	P22	EBIRD	15.0	0.45		2	1		0	0	0			Flight	
1180	URN:CornellLabOfOrnithology:EBIRD:OBS691908769	2019-01-01 12:02:26.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:36:00	obsr456995	S51146865	Traveling	P22	EBIRD_IND	15.0	0.358		4	1	G3703411	1	0	0			Yellow nape observed 	
1181	URN:CornellLabOfOrnithology:EBIRD:OBS691908789	2019-01-01 12:02:26.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:36:00	obsr484000	S51146867	Traveling	P22	EBIRD_IND	15.0	0.358		4	1	G3703411	1	0	0			Yellow nape observed 	
1182	URN:CornellLabOfOrnithology:EBIRD:OBS692990373	2019-01-03 09:39:37.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-03	10:09:00	obsr456995	S51242513	Stationary	P21	EBIRD_IND	15.0			2	1	G3715621	1	0	0			Yellow nape observed 	
1183	URN:CornellLabOfOrnithology:EBIRD:OBS692990419	2019-01-03 09:39:37.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-03	10:09:00	obsr458832	S51242515	Stationary	P21	EBIRD_IND	15.0			2	1	G3715621	1	0	0			Yellow nape observed	
1184	URN:CornellLabOfOrnithology:EBIRD:OBS692990396	2019-01-03 09:39:37.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-03	10:09:00	obsr991645	S51242514	Stationary	P21	EBIRD_IND	15.0			2	1	G3715621	1	0	0			Yellow nape observed 	
1185	URN:CornellLabOfOrnithology:EBIRD:OBS691908779	2019-01-01 12:02:26.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:36:00	obsr548151	S51146866	Traveling	P22	EBIRD_IND	15.0	0.358		4	1	G3703411	1	0	0			Yellow nape observed	
1186	URN:CornellLabOfOrnithology:EBIRD:OBS691908799	2019-01-01 12:02:26.0	10955	species	Lesser Yellownape	Picus chlorolophus			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala Agricultural University—Botanical Garden	L8166754	H	10.548971	76.286574	2019-01-01	17:36:00	obsr458832	S51146868	Traveling	P22	EBIRD_IND	15.0	0.358		4	1	G3703411	1	0	0			Yellow nape observed. One was feeding the other one	
1188	URN:CornellLabOfOrnithology:EBIRD:OBS702836462	2019-01-27 09:02:43.0	502	species	Northern Pintail	Anas acuta			5000				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	09:04:00	obsr976072	S52044542	Traveling	P22	EBIRD	88.0	4.571000000000001		2	0	G3802197	0	0	0			More than 1000 ducks basking	
1189	URN:CornellLabOfOrnithology:EBIRD:OBS703395193	2019-01-27 09:02:43.0	502	species	Northern Pintail	Anas acuta			5000				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	09:04:00	obsr616706	S52088943	Traveling	P22	EBIRD	88.0	4.571000000000001		2	0	G3802197	0	0	0			More than 1000 ducks basking	
1190	URN:CornellLabOfOrnithology:EBIRD:OBS706673016	2019-02-04 14:05:39.0	27853	issf	Orange-headed Thrush	Geokichla citrina	Orange-headed Thrush (White-throated)	Geokichla citrina cyanota	1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kerala, IN (8.919,77.105)	L8557876	P	10.3564927	76.213233	2019-01-17	15:22:00	obsr1208803	S52378187	Traveling	P22	EBIRD_IND	15.0	0.42		7	1		0	0	0			Sitting on a tree 	
1191	URN:CornellLabOfOrnithology:EBIRD:OBS694504395	2019-02-02 21:58:13.0	29470	species	Paddyfield Pipit	Anthus rufulus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr991224	S51371177	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0				
1192	URN:CornellLabOfOrnithology:EBIRD:OBS696227794	2019-02-02 21:58:13.0	29470	species	Paddyfield Pipit	Anthus rufulus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr831754	S51494412	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0				
1193	URN:CornellLabOfOrnithology:EBIRD:OBS694503780	2019-02-02 21:58:13.0	29470	species	Paddyfield Pipit	Anthus rufulus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr444880	S51371146	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0				
1194	URN:CornellLabOfOrnithology:EBIRD:OBS695208962	2019-02-02 21:58:13.0	29470	species	Paddyfield Pipit	Anthus rufulus			3				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Alapad	L3324933	H	10.4475042	76.1653183	2019-01-06	06:44:00	obsr998999	S51419478	Traveling	P22	EBIRD_IND	304.0	3.8510000000000004		8	1	G3728849	1	0	0				
1197	URN:CornellLabOfOrnithology:EBIRD:OBS699312637	2019-01-20 13:13:36.0	8198	species	Pallid Scops-Owl	Otus brucei			4				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					680554, Adat IN-Kerala (10.5304,76.1455)	L8443116	P	10.530405	76.14546	2019-01-13	20:30:00	obsr1017531	S51755281	Traveling	P22	EBIRD	180.0	10.0		2	1		1	0	0			Found this bird on road and tree branches	
1198	URN:CornellLabOfOrnithology:EBIRD:OBS702862323	2019-01-26 04:23:03.0	28429	species	Southern Hill Myna	Gracula indica			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Unnamed Road, Kerala, IN (10.549, 76.287)	L8495713	P	10.5485773	76.28730390000001	2019-01-26	14:37:00	obsr1155066	S52046381	Traveling	P22	EBIRD	15.0	0.29		2	1		0	0	0			Myna	
1202	URN:CornellLabOfOrnithology:EBIRD:OBS702909789	2019-01-27 09:02:43.0	23902	species	Sykes's Warbler	Iduna rama			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Pullazhi	L2578259	H	10.5239949	76.1580741	2019-01-26	17:17:00	obsr976072	S52048877	Traveling	P22	EBIRD	95.0	3.927		2	1	G3802196	1	0	0				
1203	URN:CornellLabOfOrnithology:EBIRD:OBS703395161	2019-01-27 09:02:43.0	23902	species	Sykes's Warbler	Iduna rama			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Pullazhi	L2578259	H	10.5239949	76.1580741	2019-01-26	17:17:00	obsr616706	S52088942	Traveling	P22	EBIRD	95.0	3.927		2	1	G3802196	1	0	0				
1205	URN:CornellLabOfOrnithology:EBIRD:OBS703314728	2019-01-27 00:42:28.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Cheerakavu	L6726314	P	10.522746699999999	76.28021	2019-01-27	07:08:00	obsr948471	S52082789	Traveling	P22	EBIRD	182.0	4.828		2	1	G3801525	0	0	0			Resident	
1206	URN:CornellLabOfOrnithology:EBIRD:OBS703305270	2019-01-27 00:42:28.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			1				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Cheerakavu	L6726314	P	10.522746699999999	76.28021	2019-01-27	07:08:00	obsr843084	S52082037	Traveling	P22	EBIRD	182.0	4.828		2	1	G3801525	0	0	0			Resident	
1208	URN:CornellLabOfOrnithology:EBIRD:OBS702819702	2019-01-27 09:02:58.0	6827	species	White Stork	Ciconia ciconia			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	08:33:00	obsr976072	S52043232	Traveling	P22	EBIRD	21.0	0.386		2	1	G3802199	0	0	0			Confirmed	
1210	URN:CornellLabOfOrnithology:EBIRD:OBS703395292	2019-01-27 09:02:58.0	6827	species	White Stork	Ciconia ciconia			2				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	08:33:00	obsr616706	S52088951	Traveling	P22	EBIRD	21.0	0.386		2	1	G3802199	0	0	0			Confirmed	
1211	URN:CornellLabOfOrnithology:EBIRD:OBS703395187	2019-01-27 09:02:43.0	6827	species	White Stork	Ciconia ciconia			8				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	09:04:00	obsr616706	S52088943	Traveling	P22	EBIRD	88.0	4.571000000000001		2	0	G3802197	0	0	0			Confirmed	
1213	URN:CornellLabOfOrnithology:EBIRD:OBS702836456	2019-01-27 09:02:43.0	6827	species	White Stork	Ciconia ciconia			8				India	IN	Kerala	IN-KL	Thrissur	IN-KL-TS					Kole Wetlands--Palakkal	L2517399	H	10.476671699999999	76.2036574	2019-01-26	09:04:00	obsr976072	S52044542	Traveling	P22	EBIRD	88.0	4.571000000000001		2	0	G3802197	0	0	0			Confirmed	
1214	URN:CornellLabOfOrnithology:EBIRD:OBS692539324	2019-01-20 12:15:32.0	11367	species	Amur Falcon	Falco amurensis			1				India	IN	Kerala	IN-KL	Thiruvananthapuram	IN-KL-TV					Vellayani - Punchakkari Paddy fields	L2514993	H	8.4481767	76.97931290000001	2019-01-01	07:46:00	obsr558508	S51146209	Traveling	P22	EBIRD_IND	15.0	0.2		2	1	G3735049	1	0	0				
1215	URN:CornellLabOfOrnithology:EBIRD:OBS695250588	2019-01-07 06:47:18.0	11367	species	Amur Falcon	Falco amurensis			1				India	IN	Kerala	IN-KL	Thiruvananthapuram	IN-KL-TV					Vellayani - Punchakkari Paddy fields	L2514993	H	8.4481767	76.97931290000001	2019-01-01	07:46:00	obsr1196810	S51422532	Traveling	P22	EBIRD_IND	15.0	0.2		2	1	G3735049	1	0	0				
